id,text (russian),text (czech),text (polish),auto translate (russian),auto translate (czech),auto translate (polish),Final English Translation
STR_SC311_PRT3_QUESTION_13,,,,,,,"The carriage can go if it has 8 passengers. It currently has 3. Count how many have to get in,and drag the right amount back to the carriage."
STR_SC311_PRT3_QUESTION_14,,,,,,,Count how many passengers can fit in each carriage and click on the correct number.
STR_SC311_PRT3_QUESTION_15,,,,,,,Count how many passengers must be in each carriage for it to go and click on the correct number.
STR_SC311_PRT3_QUESTION_16,,,,,,,"Find the example which results in the number below. When you find it, click on the right carriage."
STR_SC311_PRT3_QUESTION_17,,,,,,,"The rollercoaster ride will make us hungry, so we need to bring plenty of food. But we need to weight the items for the carriage to go. Add the weights of the items on the scale and select the correct number."
STR_SC311_PRT3_QUESTION_17_A,,,,,,,Add the weights of the items on the scale and select the correct number.
STR_SC311_PRT3_QUESTION_18,,,,,,,Remove items from the scale so that the total weight is equal to the number shown by the arrow.
STR_SC311_PRT3_QUESTION_19,,,,,,,"Help the children get into the carriage. Solve the problem, select the appropriate length of the ladder, and bring it to the carriage."
STR_SC311_ALL_WEIGHT_1,,,,,,,One kilogram.
STR_SC311_ALL_WEIGHT_2,,,,,,,Two kilograms.
STR_SC311_ALL_WEIGHT_3,,,,,,,Three kilograms.
STR_SC311_ALL_WEIGHT_4,,,,,,,Four kilograms.
STR_SC311_ALL_WEIGHT_5,,,,,,,Five kilograms.
STR_SC311_ALL_WEIGHT_6,,,,,,,Six kilograms.
STR_SC311_ALL_WEIGHT_7,,,,,,,Seven kilograms.
STR_SC311_ALL_WEIGHT_8,,,,,,,Eight kilograms.
STR_SC311_ALL_WEIGHT_9,,,,,,,Nine kilograms.
STR_SC311_ALL_WEIGHT_10,,,,,,,Ten kilograms.
STR_SC311_PRT_ALL_CHECK,,,,,,,Checking...
STR_SC311_PRT_ALL_CHECK2,,,,,,,Let's check the answers ...
STR_SC311_PTR_ALL_ONE,,,,,,,One.
STR_SC311_PTR_ALL_TWO,,,,,,,Two.
STR_SC311_PTR_ALL_THREE,,,,,,,Three.
STR_SC311_PTR_ALL_CORRECT1,,,,,,,That's right!
STR_SC311_PTR_ALL_CORRECT2,,,,,,,Good!
STR_SC311_PTR_ALL_CORRECT3,,,,,,,Correct!
STR_SC311_PTR_ALL_UNCORRECT1,,,,,,,The correct answer was not found!
STR_SC311_PTR_ALL_UNCORRECT2,,,,,,,Try again!
STR_SC311_PTR_FLAY_UNCORRECT1,,,,,,,Oops!
STR_SC311_PTR_FLAY_UNCORRECT2,,,,,,,Nope!
STR_SC311_PTR_FLAY_UNCORRECT3,,,,,,,Try again!
STR_SC311_PTR_SHOW_CORRECT1,,,,,,,Here is the correct answer.
STR_SC311_PTR_SHOW_CORRECT2,,,,,,,Here is the correct answer. It was not too difficult.
STR_SC311_PTR_SHOW_CORRECT3,,,,,,,That is the correct answer.
STR_SC311_PTR_START_SCENE1,,,,,,,Starting practical excersizes. Get ready!
STR_SC311_PTR_START_SCENE2,,,,,,,Attention! We're starting practical excersizes.
STR_SC311_PTR_END_SCENE1,,,,,,,Practical excersizes complete. Let's go see the results...
STR_SC311_PTR_END_SCENE2,,,,,,,"Practical excersizes complete, let's check out the results..."
STR_SC311_PTR_MEASUREMENT1,,,,,,,Measurement. How did we do?
STR_SC311_PTR_MEASUREMENT2,,,,,,,Make a measurement. Remember the result.
STR_SC311_PTR_READY1,,,,,,,"Now click the ""Done"" button."
STR_SC311_PTR_READY2,,,,,,,"If you're confident in the answer, click the ""Done"" button!"
STR_SC311_PTR_SKYP_QUESTION,,,,,,,Question skipped.
STR_SC311_FLAY_TRUE,,,,,,,Object identified
STR_SC311_FLAY_FALSE,,,,,,,Error
STR_SC311_PHINEAS_HELP,,,,,,,"If you forgot the task, ask Ferb, he'll repeat it for you."
STR_SC311_FERB_HELP_1,,,,,,,"To drag an object, click on it and hold the mouse button to move it to the right location."
STR_SC311_FERB_HELP_2,,,,,,,"To drag an object, click on it and hold the mouse button to move it to the right place."
STR_SC311_FERB_HELP_3,,,,,,,Click the right items with the mouse.
STR_SC311_FERB_HELP_4,,,,,,,Looks for pairs. Click on one object with the mouse and then a matching one.
STR_312_PHINEAS_ENTRANCE,,,,,,,Help us quickly load the cart while Candace is on the phone!
STR_312_PHINEAS_NEW_LEVEL,,,,,,,And another important cart.
STR_312_PHINEAS_FIRST_LEVEL,,,,,,,The first cart. Here are the necessary materials and tools!
STR_312_PHINEAS_LAST_LEVEL,,,,,,,"One more cart. This is the last one, I promise!"
STR_312_PHINEAS_WIN_1,,,,,,,Finished! Let's go!
STR_312_PHINEAS_WIN_2,,,,,,,Hurray! We did it!
STR_312_PHINEAS_WIN_LAST,,,,,,,That was the last cart! Now we can start building the coaster!
STR_312_PHINEAS_WIN_LAST_SHORT,,,,,,,That was the last cart!
STR_312_PHINEAS_END_OF_TIME_1,,,,,,,"Hurry, time's running out."
STR_312_PHINEAS_END_OF_TIME_2,,,,,,,"Time's almost up, come on!"
STR_312_PHINEAS_LOST_CANDYS,,,,,,,"Hey, Phineas and Ferb! What are you doing?"
STR_312_PHINEAS_LOST,,,,,,,We did the math! It seems that time is up.
STR_312_PHINEAS_LOST_CANDYS_2,,,,,,,There's nothing here. Strange...
STR_312_PHINEAS_GOOD_MOVE_1,,,,,,,Great!
STR_312_PHINEAS_GOOD_MOVE_2,,,,,,,Excellent!
STR_312_PHINEAS_CANT_PUB_BLOCK_1,,,,,,,That won't work.
STR_312_PHINEAS_CANT_PUB_BLOCK_2,,,,,,,It won't fit here!
STR_312_PHINEAS_CANT_PUT_FIGURE_1,,,,,,,Large cargo should be placed is a custom frame.
STR_312_PHINEAS_CANT_PUT_FIGURE_2,,,,,,,It won't work. This cargo needs a special frame.
STR_312_PHINEAS_CANT_PUT_FIGURE_3,,,,,,,This needs to be placed in a special frame.
STR_312_PHINEAS_DONT_MOVE,,,,,,,The clock is ticking...
STR_312_PHINEAS_TRIANGLE_1,,,,,,,This piece is triangular.
STR_312_PHINEAS_RECTANGLE,,,,,,,This item is rectangular.
STR_312_PHINEAS_ROUND_1,,,,,,,This piece is round.
STR_312_PHINEAS_ROUND_2,,,,,,,This item is round.
STR_312_PHINEAS_SQUARE,,,,,,,This piece is square.
STR_312_PHINEAS_ELLIPSE,,,,,,,This item is an oval.
STR_312_PHINEAS_RHOMBUS,,,,,,,This piece is a diamond.
STR_312_PHINEAS_HELP_1,,,,,,,Here are all the parts and tools. Let's place them in the cart.
STR_312_PHINEAS_HELP_2,,,,,,,Some items have a special shape. They need to be placed in the correct frame.
STR_312_PHINEAS_HELP_3,,,,,,,Use the right mouse button to rotate objects.
STR_312_PHINEAS_HELP_4,,,,,,,Avoid empty spaces!
STR_312_PHINEAS_HELP_5,,,,,,,Load the cart before time runs out!
STR_312_PHINEAS_HELP_6,,,,,,,"To throw away a piece, grap it and drag it to the trash."
STR_313_START_AUTH,,,,,,,Identifying subject
STR_312_TIME_IS_OVER,,,,,,,TIME'S UP!
STR_312_SUPER,,,,,,,SUPER!
STR_312_ADD_SECONDS,,,,,,,SECONDS
STR_312_ADD_SECONDS_1,,,,,,,SEC
STR_312_TRIANGLE,,,,,,,TRIANGLE
STR_312_ROUND,,,,,,,CIRCLE
STR_312_RHOMBUS,,,,,,,DIAMOND
STR_312_ELLIPSE,,,,,,,OVAL
STR_312_SQUARE,,,,,,,SQUARE
STR_312_RECTANGLE,,,,,,,RECTANGLE
STR_312_EMPTY_PLACE,,,,,,,BLANK SPACE!
STR_312_UNDER_LVL_TEXT,,,,,,,Time until Candace comes
STR_312_GREAT,,,,,,,GREAT!
STR_313_INVIS_START,,,,,,,Invisibility activated
STR_313_INVIS_WARNING,,,,,,,Invisibility deactivated
STR_313_REFUSE,,,,,,,Access denied!
STR_313_WELCOME,,,,,,,"Subject identified. Welcome, Agent P!"
STR_313_INVIS_END,,,,,,,Invisibility off
STR_313_INVIS,,,,,,,INVISIBILITY
STR_313_ZONA,,,,,,,IDENTIFICATION ZONE
STR_313_START,,,,,,,"Be careful in the secret tunnels, Agent P! I couldn't turn off all the lasers."
STR_313_WIN,,,,,,,"Well done, Agent P! Keep it up!"
STR_313_FAIL,,,,,,,"Be careful, Agent P. I don't want to lose my best agent."
STR_313_ZONA_START,,,,,,,Identifiying.
STR_313_ZONA_CORR,,,,,,,"Subject recognized. Continue, Agent P."
STR_313_ZONA_UNCORR,,,,,,,"Access denied! Don't fidget, Agent P!"
STR_313_BONUS_ON,,,,,,,Invisibility mode on.
STR_313_BONUS_OFF,,,,,,,Invisibility mode off.
STR_313_WAIT,,,,,,,"Hurry, Agent P."
STR_313_HELP_01,,,,,,,Control the hovercraft with the arrow keys.
STR_313_HELP_02,,,,,,,Don't touch the lasers or the alarm will go off.
STR_313_HELP_03,,,,,,,"Here a special camera will scan your retina, paw prints, and DNA. Try to stay in the identification zone so your identity can be verified."
STR_313_HELP_04,,,,,,,This is a chip to activate electromagnetic protection. With it lasers won't hurt you.
STR_322_NOT_TAKE_PLACE,,,,,,,Don't hold up the line!
STR_322_MELTING,,,,,,,Melting
STR_322_TURKEY,,,,,,,Frozen turkey
STR_322_VEGGIES,,,,,,,Frozen vegetables
STR_322_ICE,,,,,,,Ice
STR_322_ICECREAM,,,,,,,Ice cream
STR_322_FRUITICE,,,,,,,Sorbet
STR_322_CHEESE,,,,,,,Cheese
STR_322_YOGURT,,,,,,,Yogurt
STR_322_POTATO,,,,,,,Potatoes
STR_322_RICE,,,,,,,Rice
STR_322_CANDY,,,,,,,Candy
STR_322_PIZZA,,,,,,,Hot pizza
STR_322_PATTY,,,,,,,Pastries
STR_322_CHIKEN,,,,,,,Hot chicken
STR_322_FISH,,,,,,,Fish
STR_322_MILK,,,,,,,Milk
STR_322_CANDIS_ENTRANCE,,,,,,,I have to catch Phineas and Ferb doing their experimets to show my mom! Help me get to the cash register quickly.
STR_322_CANDIS_PRODUCT_LIST,,,,,,,"Here's out shopping list. Remember the weight and temperature of everything. To get to the checkout faster, we need to take heavy items as late as possible. And try not to put hot and cold items next to each other."
STR_322_CANDIS_PRODUCT_SHORT,,,,,,,Here's out shopping list. Remember the weight and temperature of the items.
STR_322_CANDIS_CHOSE_TRUCK,,,,,,,Choose the cart that will reach the checkout first. We need to get ahead.
STR_322_CANDIS_RACE_START,,,,,,,Three... two... one... Go!
STR_322_CANDIS_WIN_01,,,,,,,Yes! We did it!
STR_322_CANDIS_WIN_02,,,,,,,Hooray! We won!
STR_322_CANDIS_LOSE_01,,,,,,,Oh no! The checkout is closed!
STR_322_CANDIS_LOSE_02,,,,,,,"Oh no, the checkout is closed now!"
STR_322_CANDIS_MELTING_01,,,,,,,"Hmm, something thawed and started leaking."
STR_322_CANDIS_MELTING_02,,,,,,,Our frozen foods... are no longer frozen.
STR_322_CANDIS_LIGHTINING_STRIKE_01,,,,,,,Ouch!
STR_322_CANDIS_LIGHTINING_STRIKE_02,,,,,,,Ow!
STR_322_CANDIS_SPEED_DECREASE,,,,,,,The cart is heavier now and we're barely moving.
STR_322_CANDIS_SPEED_DECREASE_1,,,,,,,The cart is overloaded and barely dragging along.
STR_322_CANDIS_HELP_01,,,,,,,Steer your cart with the arrow keys.
STR_322_CANDIS_HELP_02,,,,,,,An overloaded cart drives slowly.
STR_322_CANDIS_HELP_03,,,,,,,"If the frozen foods start to thaw, we'll be in trouble."
STR_322_CANDIS_HELP_04,,,,,,,The checkout will close after the next customer. We need to get there first!
STR_322_START_MESSAGE,,,,,,,"The checkout will close after the next customer, hurry up!"
STR_322_CANDIS_END_MESSAGE,,,,,,,"LAST CUSTOMER, CHECKOUT CLOSING!"
STR_322_CHOOSE_THE_TRUCK,,,,,,,CHOOSE CART!
STR_322_PRODUCTS_LIST,,,,,,,SHOPPING LIST
STR_322_LEVEL,,,,,,,Level
STR_322_WEIGHT,,,,,,,Weight:
STR_322_TEMPERATURE,,,,,,,Temperature:
STR_322_GO_BUY_BUTTON,,,,,,,GO SHOPPING!
STR_322_DEGREES,,,,,,,degrees
STR_323_ENTRANCE,,,,,,,"Agent P, you fell into Doof's trap, but I have worked out a brilliant plan to deactivate the super-mechanical-hand-inator."
STR_323_RIGHT_ACTION,,,,,,,Excellent.
STR_323_BAD_ACTION,,,,,,,That won't work. Try again!
STR_323_GOT_QUEST_1,,,,,,,Agent P is trained in the secret art of tail launching. Select the appropiate projectile and launch it.
STR_323_QUEST_1_ALL_ITEMS,,,,,,,Nailed it! Let's move on.
STR_323_QUEST_1_COMPLETE,,,,,,,"Careful, Agent P."
STR_323_GOT_QUEST_2,,,,,,,"Tail launching tested, now we have to break the glass. You'll need a projectile with better penetration for this."
STR_323_QUEST_2_ALL_ITEMS,,,,,,,"Nailed it, let's launch the next one!"
STR_323_QUEST_2_COMPLETE,,,,,,,Bulletproof glass! Go to Plan B.
STR_323_GOT_QUEST_3,,,,,,,Headquarters scanned Doofenschmirtz's laboratory and we discovered an emergency control panel. Your task is to activate it.
STR_323_QUEST_3_ALL_ITEMS,,,,,,,Use the lever to turn on the steam hammer.
STR_323_QUEST_3_COMPLETE,,,,,,,"Well, you'll have to tinker with the settings..."
STR_323_GOT_QUEST_4,,,,,,,Headquarters suggests to hit it with the hammer! Your task is to activate the laser.
STR_323_QUEST_4_ALL_ITEMS,,,,,,,Now you have to turn on the laser.
STR_323_QUEST_4_COMPLETE,,,,,,,Update: hammer positioned sucessfully!
STR_323_GOT_QUEST_5,,,,,,,"Hold on, Agent P. We're in the final stage of Plan B. The last part should be easy - energize Doofenschmirtz's machine to activate the hammer."
STR_323_QUEST_5_ALL_ITEMS,,,,,,,"All the items are in place. Your task is to connstruct a 1:799 scale fighter plane. And no, don't ask where we got that number."
STR_323_QUEST_5_PLANE_MADE,,,,,,,The plane is ready for takeoff.
STR_323_QUEST_5_COMPLETE,,,,,,,"Flight successful. Target hit, pilot ejected."
STR_323_BUTTON_ONCLICK,,,,,,,This button deactivates the mechanical hands that are grabbing Agent P. You have to push it.
STR_323_DOCTOR_ONCLICK,,,,,,,"You cannot escale, Perry the Platypus! You have lost!"
STR_323_ANY_ACTIONS_01,,,,,,,My brilliant magnet-inator will activate soon!
STR_323_ANY_ACTIONS_02,,,,,,,It's hard to be an evil scientist... Nobody understands you...
STR_323_ANY_ACTIONS_03,,,,,,,The generator needs twenty thousand volts. My power bills are horrible.
STR_323_ANY_ACTIONS_04,,,,,,,I made a brilliant discovery... two minuses make a plus! If you rotate one by 90 degrees and put it on top of the other.
STR_323_FUFEL_HELP_01,,,,,,,My brilliant magnet-inator will activate soon!
STR_323_FUFEL_HELP_02,,,,,,,It's hard to be an evil scientist... Nobody understands you...
STR_323_FUFEL_HELP_03,,,,,,,The generator needs twenty thousand volts. My power bills are horrible.
STR_323_FUFEL_HELP_04,,,,,,,I made a brilliant discovery... two minuses make a plus! If you rotate one by 90 degrees and put it on top of the other.
STR_323_HELP_01,,,,,,,Collect the items on the list.
STR_323_HELP_02,,,,,,,"To use an object, click on it with the mouse. Then click on the place where you want to use it."
STR_323_HELP_03,,,,,,,This is a place where you can use items from your inventory.
STR_323_HELP_04,,,,,,,"Some items can be combined. To do this, click on one item and then the one you want to combine it with."
STR_323_INV_PROPELLER,,,,,,,Propeller
STR_323_INV_FEMALE_SCREW,,,,,,,Nut
STR_323_INV_NAIL,,,,,,,Nail
STR_323_INV_PLANE_BODY,,,,,,,Fuselage
STR_323_INV_CRYSTAL,,,,,,,Crystal
STR_323_INV_WING,,,,,,,Wing
STR_323_INV_LIGHT_BULB,,,,,,,Light bulb
STR_323_INV_HUMMER,,,,,,,Hammer
STR_323_INV_PLANE_PARTS,,,,,,,Disassembled airplane
STR_323_INV_PLANE_PARTS_1,,,,,,,Disassembled airplane
STR_323_INV_REAGENTS,,,,,,,Reagents
STR_323_INV_LEVER,,,,,,,Lever
STR_323_INV_PLANE,,,,,,,Airplane
STR_323_INV_STEEL_BALL,,,,,,,Steel ball
STR_323_INV_SUPER_GLUE,,,,,,,Super glue
STR_323_INV_SCREW,,,,,,,Screw
STR_323_INV_TEST_TUBE,,,,,,,Test tube
STR_323_INV_REAGENT,,,,,,,Reagent
STR_323_OPEN_BRACKET,,,,,,,(
STR_323_CLOSE_BRACKET,,,,,,,pcs. )
STR_323_BATTARY,,,,,,,Battery
STR_323_FAN,,,,,,,Fan
STR_323_INSULATING_TAPE,,,,,,,Electrical tape
STR_323_SPANNER,,,,,,,Wrench
STR_323_READING_LAMP,,,,,,,Lamp
STR_323_LAMP,,,,,,,Fluorescent tube
STR_323_HUMMER_2,,,,,,,Hammer
STR_323_WIRES,,,,,,,Tangle of wires
STR_323_TURN_SCREW,,,,,,,Screwdriver
STR_323_GLASSES,,,,,,,Glasses
STR_323_PIN,,,,,,,Pin
STR_323_SPRING,,,,,,,Spring
STR_323_WRENCH,,,,,,,Adjustable wrench
STR_323_STAPLER,,,,,,,Stapler
STR_323_QUEST_5,,,,,,,Close the power plant
STR_323_QUEST_4,,,,,,,Mechanical hammer
STR_323_QUEST_3,,,,,,,Break the glass
STR_323_QUEST_2,,,,,,,Activate the remote control
STR_323_QUEST_1,,,,,,,Try tail launching
STR_323_HINT_TEXT,,,,,,,SUBJECT DETECTED
STR_323_PERRY,,,,,,,PERRY
STR_323_LASER,,,,,,,LASER
STR_323_SCANING,,,,,,,SCANNING...
STR_323_CONTROL_PANEL,,,,,,,Panel
STR_323_INV_COMBINE,,,,,,,Combine items to create the desired object
STR_323_INV_TUBE_EMPTY,,,,,,,"When the tube is empty, the laser won't be able to fire"
STR_332_PLACES_OK,,,,,,,Plenty of space.
STR_332_PLACES_ONE,,,,,,,"Plenty of space, with one seat remaining."
STR_332_PLACES_LESS,,,,,,,Not enough space.
STR_332_PLACES_MORE,,,,,,,Too many empty seats left.
STR_332_ALL_TYPES_01,,,,,,,Let's look at the passengers...
STR_332_ALL_TYPES_02,,,,,,,You need to check the passengers...
STR_332_ALL_TYPES_03,,,,,,,"Come on, let's check the passengers and move on."
STR_332_ENTRANCE,,,,,,,Rollercoaster management requires knowledge of arithmetic. We need to correctly calculate the passengers. I'm counting on you.
STR_332_TYPE_1_PART_1_1,,,,,,,One boy wants to ride and...
STR_332_TYPE_1_PART_1_2,,,,,,,Two boys came to ride and...
STR_332_TYPE_1_PART_1_3,,,,,,,This rollercoaster ride is a dream for three boys and...
STR_332_TYPE_1_PART_1_4,,,,,,,Four boys want to ride and...
STR_332_TYPE_1_PART_1_5,,,,,,,Five boys came to ride and...
STR_332_TYPE_1_PART_1_6,,,,,,,This rollercoaster ride is a dream for six boys and...
STR_332_TYPE_1_PART_1_7,,,,,,,Seven boys want to ride and...
STR_332_TYPE_1_PART_1_8,,,,,,,Eight boys want to ride and...
STR_332_TYPE_1_PART_1_9,,,,,,,This rollercoaster ride is a dream for nine boys and...
STR_332_TYPE_1_PART_2_1,,,,,,,1 girl.
STR_332_TYPE_1_PART_2_2,,,,,,,2 girls.
STR_332_TYPE_1_PART_2_3,,,,,,,3 girls.
STR_332_TYPE_1_PART_2_4,,,,,,,4 girls.
STR_332_TYPE_1_PART_2_5,,,,,,,5 girls.
STR_332_TYPE_1_PART_2_6,,,,,,,6 girls.
STR_332_TYPE_1_PART_2_7,,,,,,,7 girls.
STR_332_TYPE_1_PART_2_8,,,,,,,8 girls.
STR_332_TYPE_1_PART_2_9,,,,,,,9 girls.
STR_332_TYPE_1_PART_3_01,,,,,,,How many in total?
STR_332_TYPE_1_PART_3_02,,,,,,,"So, how many in total?"
STR_332_TYPE_1_PART_3_03,,,,,,,So how many is that in total?
STR_332_TYPE_2_PART_1_1,,,,,,,It seems that we had 10 passengers on board...
STR_332_TYPE_2_PART_1_2,,,,,,,"I have it all written down, there were 9 passengers..."
STR_332_TYPE_2_PART_1_3,,,,,,,It seems that we had 8 passengers on board...
STR_332_TYPE_2_PART_1_4,,,,,,,"Wait, wait, there were 7 passengers on board!"
STR_332_TYPE_2_PART_1_5,,,,,,,"I have it all written down, there were 6 passengers..."
STR_332_TYPE_2_PART_1_6,,,,,,,It seems that we had 5 passengers on board...
STR_332_TYPE_2_PART_1_7,,,,,,,"Wait, wait, there were 4 passengers on board!"
STR_332_TYPE_2_PART_1_8,,,,,,,"I have it all written down, there were 3 passengers..."
STR_332_TYPE_2_PART_1_9,,,,,,,It seems that we had 2 passengers on board...
STR_332_TYPE_2_PART_2_1,,,,,,,8 girls were found.
STR_332_TYPE_2_PART_2_2,,,,,,,7 boys were found.
STR_332_TYPE_2_PART_2_3,,,,,,,6 girls were found.
STR_332_TYPE_2_PART_2_4,,,,,,,5 boys were found.
STR_332_TYPE_2_PART_2_5,,,,,,,4 girls were found.
STR_332_TYPE_2_PART_2_6,,,,,,,3 boys were found.
STR_332_TYPE_2_PART_2_7,,,,,,,2 girls were found.
STR_332_TYPE_2_PART_2_8,,,,,,,1 boy was found.
STR_332_TYPE_2_PART_3_1_01,,,,,,,How many girls went missing?
STR_332_TYPE_2_PART_3_1_02,,,,,,,How many girls were lost?
STR_332_TYPE_2_PART_3_2_01,,,,,,,How many boys went missing?
STR_332_TYPE_2_PART_3_2_02,,,,,,,How many boys were lost?
STR_332_TYPE_3_PART_1,,,,,,,It seems that we lost someone on the way.
STR_332_TYPE_3_PART_2_1,,,,,,,One carriage is empty. How many passengers are missing?
STR_332_TYPE_3_PART_2_2,,,,,,,Two carriages are empty. How many passengers are missing?
STR_332_TYPE_3_PART_2_3,,,,,,,Three carriages are empty. How many passengers are missing?
STR_332_TYPE_3_PART_2_4,,,,,,,Four carriages are empty. How many passengers are missing?
STR_332_TYPE_4_PART_1,,,,,,,I think we lost a carriage somewhere...
STR_332_TYPE_4_PART_2_1,,,,,,,Not enough space for 1 boy and...
STR_332_TYPE_4_PART_2_2,,,,,,,Not enough space for 2 boys and...
STR_332_TYPE_4_PART_2_3,,,,,,,Not enough space for 3 boys and...
STR_332_TYPE_4_PART_2_4,,,,,,,Not enough space for 4 boys and...
STR_332_TYPE_4_PART_2_5,,,,,,,Not enough space for 5 boys and...
STR_332_TYPE_4_PART_2_6,,,,,,,Not enough space for 6 boys and...
STR_332_TYPE_4_PART_2_7,,,,,,,Not enough space for 7 boys and...
STR_332_TYPE_4_PART_2_8,,,,,,,Not enough space for 8 boys and...
STR_332_TYPE_4_PART_2_9,,,,,,,Not enough space for 9 boys and...
STR_332_TYPE_4_PART_3_1,,,,,,,One girl.
STR_332_TYPE_4_PART_3_2,,,,,,,Two girls.
STR_332_TYPE_4_PART_3_3,,,,,,,Three girls.
STR_332_TYPE_4_PART_3_4,,,,,,,Four girls.
STR_332_TYPE_4_PART_3_5,,,,,,,Five girls.
STR_332_TYPE_4_PART_3_6,,,,,,,Six girls.
STR_332_TYPE_4_PART_3_7,,,,,,,Seven girls.
STR_332_TYPE_4_PART_3_8,,,,,,,Eight girls.
STR_332_TYPE_4_PART_3_9,,,,,,,Nine girls.
STR_332_TYPE_4_PART_4_01,,,,,,,So how many carriages do you need?
STR_332_TYPE_4_PART_4_02,,,,,,,How many carriages are needed?
STR_332_ANSWER_ONE,,,,,,,One.
STR_332_ANSWER_TWO,,,,,,,Two.
STR_332_ANSWER_THREE,,,,,,,Three.
STR_332_ANSWER_FOUR,,,,,,,Four.
STR_332_ANSWER_FIVE,,,,,,,Five.
STR_332_ANSWER_SIX,,,,,,,Six.
STR_332_ANSWER_SEVEN,,,,,,,Seven.
STR_332_ANSWER_EIGHT,,,,,,,Eight.
STR_332_ANSWER_NINE,,,,,,,Nine.
STR_332_ANSWER_TEN,,,,,,,Ten.
STR_332_BAD_ANSWER_01,,,,,,,Something's wrong here...
STR_332_BAD_ANSWER_02,,,,,,,That's not right...
STR_332_BAD_ANSWER_03,,,,,,,Let's figure it out.
STR_332_RIGHT_ANSWER_01,,,,,,,Excellent.
STR_332_RIGHT_ANSWER_02,,,,,,,Correct.
STR_332_RIGHT_ANSWER_03,,,,,,,"Well, are we going?!"
STR_332_HELP_01,,,,,,,Use the remote control to answer.
STR_332_HELP_02,,,,,,,Ask me if you want me to repeat the task.
STR_332_TYPE_1_QUEST_1,,,,,,,How many children are there? (5 + 3)
STR_332_TYPE_1_ANSWER_1,,,,,,,8
STR_332_TYPE_1_QUEST_2,,,,,,,How many children are there? (4 + 4)
STR_332_TYPE_1_ANSWER_2,,,,,,,8
STR_332_TYPE_1_ANSWER_3,,,,,,,8
STR_332_TYPE_1_QUEST_4,,,,,,,How many children are there? (2 + 4)
STR_332_TYPE_1_ANSWER_4,,,,,,,6
STR_332_TYPE_1_QUEST_5,,,,,,,How many children are there? (2 + 2)
STR_332_TYPE_1_ANSWER_5,,,,,,,4
STR_332_TYPE_1_QUEST_6,,,,,,,How many children are there? (1 + 1)
STR_332_TYPE_1_ANSWER_6,,,,,,,2
STR_332_TYPE_1_QUEST_7,,,,,,,How many children are there? (6 + 2)
STR_332_TYPE_1_ANSWER_7,,,,,,,8
STR_332_TYPE_1_QUEST_8,,,,,,,How many children are there? (2 + 3)
STR_332_TYPE_1_ANSWER_8,,,,,,,5
STR_332_TYPE_1_QUEST_9,,,,,,,How many children are there? (3 + 1)
STR_332_TYPE_1_ANSWER_9,,,,,,,4
STR_332_TYPE_1_QUEST_10,,,,,,,How many children are there?
STR_332_TYPE_1_ANSWER_10,,,,,,,3
STR_332_TYPE_2_QUEST_1,,,,,,,How many boys are missing? ( 4 + ? = 8)
STR_332_TYPE_2_ANSWER_1,,,,,,,4
STR_332_TYPE_2_QUEST_2,,,,,,,How many boys are missing? (2 + ? = 7)
STR_332_TYPE_2_ANSWER_2,,,,,,,5
STR_332_TYPE_2_QUEST_3,,,,,,,How many boys are missing? (3 + ? = 8)
STR_332_TYPE_2_ANSWER_3,,,,,,,5
STR_332_TYPE_2_QUEST_4,,,,,,,How many girls are missing? (5 + ? = 7)
STR_332_TYPE_2_ANSWER_4,,,,,,,2
STR_332_TYPE_2_QUEST_5,,,,,,,How many boys are missing? (4 + ? = 6)
STR_332_TYPE_2_ANSWER_5,,,,,,,2
STR_332_TYPE_2_QUEST_6,,,,,,,How many girls are missing? (3 + ? = 4)
STR_332_TYPE_2_ANSWER_6,,,,,,,1
STR_332_TYPE_2_QUEST_7,,,,,,,How many girls are missing? (1 + ? = 2)
STR_332_TYPE_2_ANSWER_7,,,,,,,1
STR_332_TYPE_2_QUEST_8,,,,,,,How many boys are missing? (2 + ? = 4)
STR_332_TYPE_2_ANSWER_8,,,,,,,2
STR_332_TYPE_2_QUEST_9,,,,,,,How many girls are missing? (1 + ? = 4)
STR_332_TYPE_2_ANSWER_9,,,,,,,3
STR_332_TYPE_2_QUEST_10,,,,,,,How many girls are missing? (1 + ? = 3)
STR_332_TYPE_2_ANSWER_10,,,,,,,2
STR_332_TYPE_3_QUEST_1,,,,,,,How many children got lost along the way?
STR_332_TYPE_3_ANSWER_1,,,,,,,2
STR_332_TYPE_3_QUEST_2,,,,,,,How many children got lost along the way?
STR_332_TYPE_3_ANSWER_2,,,,,,,4
STR_332_TYPE_3_QUEST_3,,,,,,,How many children got lost along the way?
STR_332_TYPE_3_ANSWER_3,,,,,,,6
STR_332_TYPE_3_QUEST_4,,,,,,,How many children got lost along the way?
STR_332_TYPE_3_ANSWER_4,,,,,,,8
STR_332_TYPE_4_QUEST_1,,,,,,,How many cars do we need?
STR_332_TYPE_4_ANSWER_1,,,,,,,1
STR_332_TYPE_4_ANSWER_2,,,,,,,2
STR_332_TYPE_4_ANSWER_3,,,,,,,3
STR_332_TYPE_4_ANSWER_4,,,,,,,3
STR_332_TYPE_4_ANSWER_5,,,,,,,4
STR_332_TYPE_4_ANSWER_6,,,,,,,4
STR_332_TYPE_4_ANSWER_7,,,,,,,2
STR_332_TYPE_4_ANSWER_8,,,,,,,4
STR_332_TYPE_4_ANSWER_9,,,,,,,2
